"","MEASID","Site","LonPoint","LatPoint","sm","ID","Zone","Notes","Veg_Orig","Trip","Veg","Year"
"3810",5552,"P2-53",-118.6470288,36.7304785,0.13,1783,"ZONE 00111","0.13","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3811",5553,"P2-53",-118.6470121,36.73053625,0,1783,"ZONE 00111","0","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3812",5554,"P2-53",-118.6469954,36.730594,0,1783,"ZONE 00111","0","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3813",5555,"P2-53",-118.6469787,36.73065175,2.25,1783,"ZONE 00111","under 6"" duff and litter","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3814",5556,"P2-53",-118.646962,36.7307095,0.58,1783,"ZONE 00111","0.57999999999999996","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3815",5557,"P2-53",-118.646929,36.730476,0,1783,"ZONE 00111","WPT 905","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3816",5558,"P2-53",-118.6469148,36.73053075,0,1783,"ZONE 00111","0","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3817",5559,"P2-53",-118.6469005,36.7305855,0.38,1783,"ZONE 00111","0.38","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3818",5560,"P2-53",-118.6468863,36.73064025,0,1783,"ZONE 00111","0","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3819",5561,"P2-53",-118.646872,36.730695,1.16,1783,"ZONE 00111","WPT 907","Conifer, mixed con","2017_Late","mixed conifer","2017"
"3820",13673,"P2-53",-118.647328,36.730486,0.96,3255,"[Unspecified Zone]","WPT 906","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3821",13674,"P2-53",-118.6472283,36.7304835,1.17,3255,"[Unspecified Zone]","1.17","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3822",13675,"P2-53",-118.6471285,36.730481,1.7,3255,"[Unspecified Zone]","1.7","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3823",13676,"P2-53",-118.6470288,36.7304785,1.59,3255,"[Unspecified Zone]","1.59","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3824",13677,"P2-53",-118.646929,36.730476,0.71,3255,"[Unspecified Zone]","WPT 905","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3825",13678,"P2-53",-118.647304,36.73055275,0,3255,"[Unspecified Zone]","0","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3826",13679,"P2-53",-118.6472043,36.73055025,0,3255,"[Unspecified Zone]","0","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3827",13680,"P2-53",-118.6471045,36.73054775,0.25,3255,"[Unspecified Zone]","0.25","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3828",13681,"P2-53",-118.6470048,36.73054525,0.55,3255,"[Unspecified Zone]","0.55000000000000004","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3829",13682,"P2-53",-118.646905,36.73054275,0.55,3255,"[Unspecified Zone]","0.55000000000000004","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3830",13683,"P2-53",-118.64728,36.7306195,1.06,3255,"[Unspecified Zone]","1.06","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3831",13684,"P2-53",-118.6471803,36.730617,1.38,3255,"[Unspecified Zone]","1.38","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3832",13685,"P2-53",-118.6470805,36.7306145,0.45,3255,"[Unspecified Zone]","0.45","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3833",13686,"P2-53",-118.6469808,36.730612,1.07,3255,"[Unspecified Zone]","1.07","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3834",13687,"P2-53",-118.646881,36.7306095,0.81,3255,"[Unspecified Zone]","0.81","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3835",13688,"P2-53",-118.647256,36.73068625,0.68,1329,"ZONE 00102","0.68","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3836",13689,"P2-53",-118.6471563,36.73068375,0.58,1329,"ZONE 00102","0.57999999999999996","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3837",13691,"P2-53",-118.6469568,36.73067875,0.22,1329,"ZONE 00102","0.22","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3838",13692,"P2-53",-118.646857,36.73067625,1.22,1329,"ZONE 00102","1.22","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3839",13693,"P2-53",-118.647232,36.730753,0.02,1329,"ZONE 00102","WPT 908","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3840",13694,"P2-53",-118.6471323,36.7307505,0.02,1329,"ZONE 00102","0.02","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3841",13695,"P2-53",-118.6470325,36.730748,1,1329,"ZONE 00102","1","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3842",13696,"P2-53",-118.6469328,36.7307455,0.69,1329,"ZONE 00102","0.69","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3843",13697,"P2-53",-118.646833,36.730743,0.44,1329,"ZONE 00102","WPT 907","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3844",13690,"P2-53",-118.6470565,36.73068125,1.1,1329,NA,"1.1000000000000001","Conifer, Mixed","2018_Early","mixed conifer","2018"
"3845",869,"P2-80",-118.656263,36.728568,1.53,1329,"[No GPS Lock]","WPT 759","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3846",870,"P2-80",-118.6562933,36.72859725,3.86,1329,"[No GPS Lock]","3.86","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3847",871,"P2-80",-118.6563235,36.7286265,4.1,1329,"[No GPS Lock]","4.0999999999999996","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3848",872,"P2-80",-118.6563538,36.72865575,2.87,1783,"[No GPS Lock]","2.87","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3849",873,"P2-80",-118.656384,36.728685,6.49,1783,"[No GPS Lock]","ARCT; WPT 760","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3850",874,"P2-80",-118.6561783,36.72856275,4.74,1329,"[No GPS Lock]","4.74","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3851",875,"P2-80",-118.6562104,36.72859881,5.5,1329,"[No GPS Lock]","CECO","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3852",876,"P2-80",-118.6562425,36.72863488,2.08,1329,"[No GPS Lock]","ARNE","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3853",877,"P2-80",-118.6562746,36.72867094,6.68,1783,"[No GPS Lock]","6.68","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3854",878,"P2-80",-118.6563068,36.728707,7.67,1783,"[No GPS Lock]","7.67","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3855",879,"P2-80",-118.6560935,36.7285575,2,1329,"[No GPS Lock]","ABCO","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3856",880,"P2-80",-118.6561275,36.72860038,4.52,1329,"[No GPS Lock]","4.5199999999999996","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3857",881,"P2-80",-118.6561615,36.72864325,4.72,1329,"[No GPS Lock]","CHIN","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3858",882,"P2-80",-118.6561955,36.72868613,6.75,1783,"[No GPS Lock]","ARNE","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3859",883,"P2-80",-118.6562295,36.728729,5.16,1783,"[No GPS Lock]","5.16","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3860",884,"P2-80",-118.6560088,36.72855225,0,NA,NA,"rock","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3861",885,"P2-80",-118.6560446,36.72860194,5.62,1329,"[No GPS Lock]","5.62","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3862",886,"P2-80",-118.6560805,36.72865163,4.38,1329,"[No GPS Lock]","CECO, ARNE","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3863",887,"P2-80",-118.6561164,36.72870131,3.93,1783,"[No GPS Lock]","3.93","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3864",888,"P2-80",-118.6561523,36.728751,4.77,1783,"[No GPS Lock]","4.7699999999999996","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3865",889,"P2-80",-118.655924,36.728547,4.16,1329,"[No GPS Lock]","ARNE; WPT 762","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3866",890,"P2-80",-118.6559618,36.7286035,5.6,1329,"[No GPS Lock]","ARNE","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3867",891,"P2-80",-118.6559995,36.72866,4.9,1329,"[No GPS Lock]","4.9000000000000004","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3868",892,"P2-80",-118.6560373,36.7287165,0,NA,NA,"rock","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3869",893,"P2-80",-118.656075,36.728773,3.1,1329,NA,"WPT 761","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3870",2069,"P2-80",-118.656305,36.728451,0,1329,"[No GPS Lock]","WPT 893","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3871",2070,"P2-80",-118.65621,36.7284775,0.58,1329,"[No GPS Lock]","0.57999999999999996","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3872",2071,"P2-80",-118.656115,36.728504,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3873",2072,"P2-80",-118.65602,36.7285305,1.3,1329,NA,"1.3","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3874",2073,"P2-80",-118.655925,36.728557,0,NA,NA,"WPT 892, rock","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3875",2074,"P2-80",-118.6563268,36.72848825,0,1329,"[No GPS Lock]","DG","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3876",2075,"P2-80",-118.6562423,36.72851881,0.02,1329,"[No GPS Lock]","0.02","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3877",2076,"P2-80",-118.6561579,36.72854938,0.33,1329,"[No GPS Lock]","0.33","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3878",2077,"P2-80",-118.6560734,36.72857994,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3879",2078,"P2-80",-118.655989,36.7286105,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3880",2079,"P2-80",-118.6563485,36.7285255,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3881",2080,"P2-80",-118.6562746,36.72856013,0,1329,"[No GPS Lock]","ARCT","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3882",2081,"P2-80",-118.6562008,36.72859475,0,1329,"[No GPS Lock]","CHIN","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3883",2082,"P2-80",-118.6561269,36.72862938,0,1329,"[No GPS Lock]","ARCT","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3884",2083,"P2-80",-118.656053,36.728664,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3885",2084,"P2-80",-118.6563703,36.72856275,0.6,1783,NA,"6"" O layer","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3886",2085,"P2-80",-118.6563069,36.72860144,0.4,1783,NA,"0.4","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3887",2086,"P2-80",-118.6562436,36.72864013,0.3,1783,NA,"ARCT","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3888",2087,"P2-80",-118.6561803,36.72867881,0,NA,NA,"rock","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3889",2088,"P2-80",-118.656117,36.7287175,0.4,1783,NA,"0.4","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3890",2089,"P2-80",-118.656392,36.7286,1.5,1783,NA,"WPT 891; 4"" O layer","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3891",2090,"P2-80",-118.6563393,36.72864275,1.2,1783,NA,"1.2","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3892",2091,"P2-80",-118.6562865,36.7286855,1,1783,NA,"1","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3893",2092,"P2-80",-118.6562338,36.72872825,0.6,1783,NA,"0.6","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3894",2093,"P2-80",-118.656181,36.728771,0.9,1783,NA,"WPT 890","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3895",3805,"P2-80",-118.656263,36.728568,0.45,3255,"ZONE 00029","0.45","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3896",3806,"P2-80",-118.6562933,36.72859725,1.06,3255,"ZONE 00029","1.06","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3897",3807,"P2-80",-118.6563235,36.7286265,1.43,3255,"ZONE 00029","1.43","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3898",3808,"P2-80",-118.6563538,36.72865575,2.98,1329,"[No GPS Lock]","2.98","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3899",3809,"P2-80",-118.656384,36.728685,1.52,1329,"[No GPS Lock]","1.52","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3900",3810,"P2-80",-118.6561783,36.72856275,1.95,3255,"ZONE 00029","1.95","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3901",3811,"P2-80",-118.6562104,36.72859881,2.06,3255,"ZONE 00029","2.06","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3902",3812,"P2-80",-118.6562425,36.72863488,1.06,3255,"ZONE 00029","1.06","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3903",3813,"P2-80",-118.6562746,36.72867094,2.14,1329,"[No GPS Lock]","2.14","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3904",3814,"P2-80",-118.6563068,36.728707,1.37,1329,"[No GPS Lock]","1.37","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3905",3815,"P2-80",-118.6560935,36.7285575,1.68,3255,"ZONE 00029","1.68","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3906",3816,"P2-80",-118.6561275,36.72860038,1.05,3255,"ZONE 00029","1.05","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3907",3817,"P2-80",-118.6561615,36.72864325,0.73,3255,"ZONE 00029","0.73","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3908",3818,"P2-80",-118.6561955,36.72868613,0.42,1329,"[No GPS Lock]","0.42","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3909",3819,"P2-80",-118.6562295,36.728729,1.37,1329,"[No GPS Lock]","1.37","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3910",3820,"P2-80",-118.6560088,36.72855225,0,NA,NA,"rock","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3911",3821,"P2-80",-118.6560446,36.72860194,0.84,3255,"ZONE 00029","0.84","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3912",3822,"P2-80",-118.6560805,36.72865163,1,3255,"ZONE 00029","1","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3913",3823,"P2-80",-118.6561164,36.72870131,1.47,1329,"[No GPS Lock]","1.47","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3914",3824,"P2-80",-118.6561523,36.728751,1.21,1329,"[No GPS Lock]","1.21","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3915",3825,"P2-80",-118.655924,36.728547,0.5,3255,"ZONE 00029","0.5","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3916",3826,"P2-80",-118.6559618,36.7286035,1.56,3255,"ZONE 00029","1.56","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3917",3827,"P2-80",-118.6559995,36.72866,1.01,3255,"ZONE 00029","1.01","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3918",3828,"P2-80",-118.6560373,36.7287165,0,NA,NA,"boulder","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3919",3829,"P2-80",-118.656075,36.728773,2.14,1329,"[No GPS Lock]","2.14","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3920",13698,"P2-80",-118.656305,36.728451,0.06,3255,"[Unspecified Zone]","UNDER ARPA; WPT 893","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3921",13699,"P2-80",-118.65621,36.7284775,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3922",13700,"P2-80",-118.656115,36.728504,0.28,3255,"[Unspecified Zone]","0.28000000000000003","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3923",13701,"P2-80",-118.65602,36.7285305,0.95,3255,"[Unspecified Zone]","0.95","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3924",13702,"P2-80",-118.655925,36.728557,0.4,3255,"[Unspecified Zone]","WPT 892","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3925",13703,"P2-80",-118.656369,36.7285045,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3926",13704,"P2-80",-118.656274,36.728531,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3927",13705,"P2-80",-118.656179,36.7285575,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3928",13706,"P2-80",-118.656084,36.728584,0.44,3255,"[Unspecified Zone]","0.44","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3929",13707,"P2-80",-118.655989,36.7286105,0.15,3255,"[Unspecified Zone]","0.15","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3930",13708,"P2-80",-118.656433,36.728558,0.01,3255,"[Unspecified Zone]","0.01","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3931",13709,"P2-80",-118.656338,36.7285845,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3932",13710,"P2-80",-118.656243,36.728611,0,3255,"[Unspecified Zone]","UNDER CHSE","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3933",13711,"P2-80",-118.656148,36.7286375,0,3255,"[Unspecified Zone]","UNDER ARPA","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3934",13712,"P2-80",-118.656053,36.728664,0,3255,"[Unspecified Zone]","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3935",13713,"P2-80",-118.656497,36.7286115,0,1329,"ZONE 00097","0","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3936",13714,"P2-80",-118.656402,36.728638,0.43,1329,"ZONE 00097","UNDER ARPA","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3937",13715,"P2-80",-118.656307,36.7286645,0.02,1329,"ZONE 00097","UNDER ARPA","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3938",13716,"P2-80",-118.656212,36.728691,0.08,1329,"ZONE 00097","0.08","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3939",13718,"P2-80",-118.656561,36.728665,1.32,1329,"ZONE 00097","WPT 891","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3940",13719,"P2-80",-118.656466,36.7286915,0.33,1329,"ZONE 00097","0.33","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3941",13720,"P2-80",-118.656371,36.728718,0.23,1329,"ZONE 00097","0.23","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3942",13721,"P2-80",-118.656276,36.7287445,0,1329,"ZONE 00097","UNDER ARPA","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3943",13722,"P2-80",-118.656181,36.728771,1.25,1329,"ZONE 00097","WPT 890","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3944",13717,"P2-80",-118.656117,36.7287175,0,NA,NA,"Rock","Conifer, Sparse","2018_Early","mixed conifer","2018"
"3945",894,"P3-4",-118.651674,36.732173,7.62,1783,"[No GPS Lock]","WPT 774","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3946",895,"P3-4",-118.65161,36.73224825,4.12,1783,"[No GPS Lock]","4.12","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3947",896,"P3-4",-118.651546,36.7323235,3.28,1783,"[No GPS Lock]","3.28","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3948",897,"P3-4",-118.651482,36.73239875,6.75,1783,"[No GPS Lock]","6.75","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3949",898,"P3-4",-118.651418,36.732474,4.8,1783,NA,"WPT 775","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3950",899,"P3-4",-118.651742,36.7322425,6.38,1783,"[No GPS Lock]","6.38","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3951",900,"P3-4",-118.6516832,36.73231394,4.37,1783,"[No GPS Lock]","4.37","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3952",901,"P3-4",-118.6516244,36.73238538,5.86,1783,"[No GPS Lock]","5.86","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3953",902,"P3-4",-118.6515656,36.73245681,9.990001,1783,"[No GPS Lock]","9.9900009999999995","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3954",903,"P3-4",-118.6515068,36.73252825,6.360001,1783,"[No GPS Lock]","6.3600009999999996","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3955",904,"P3-4",-118.65181,36.732312,4.11,1329,"[No GPS Lock]","4.1100000000000003","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3956",905,"P3-4",-118.6517564,36.73237963,5.84,1329,"[No GPS Lock]","5.84","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3957",906,"P3-4",-118.6517028,36.73244725,5.91,1329,"[No GPS Lock]","5.91","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3958",907,"P3-4",-118.6516491,36.73251488,5.71,1329,"[No GPS Lock]","5.71","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3959",908,"P3-4",-118.6515955,36.7325825,3.93,1329,"[No GPS Lock]","3.93","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3960",909,"P3-4",-118.651878,36.7323815,5.15,1329,"[No GPS Lock]","5.15","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3961",910,"P3-4",-118.6518296,36.73244531,0.53,1329,"[No GPS Lock]","0.53","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3962",911,"P3-4",-118.6517811,36.73250913,4.66,1329,"[No GPS Lock]","4.66","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3963",912,"P3-4",-118.6517327,36.73257294,7.07,1329,"[No GPS Lock]","7.07","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3964",913,"P3-4",-118.6516843,36.73263675,5.59,1329,"[No GPS Lock]","5.59","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3965",914,"P3-4",-118.651946,36.732451,3.44,1329,"[No GPS Lock]","WPT 776","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3966",915,"P3-4",-118.6519028,36.732511,4.59,1329,"[No GPS Lock]","4.59","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3967",916,"P3-4",-118.6518595,36.732571,6.28,1329,"[No GPS Lock]","6.28","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3968",917,"P3-4",-118.6518163,36.732631,7.26,1329,"[No GPS Lock]","7.26","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3969",918,"P3-4",-118.651773,36.732691,2.71,1783,"[No GPS Lock]","WPT 777","Conifer, sparse con","2016_Early","mixed conifer","2016"
"3970",2094,"P3-4",-118.651685,36.732601,0.5,1783,NA,"WPT 900","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3971",2095,"P3-4",-118.6517398,36.732547,3.4,1783,NA,"3.4","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3972",2096,"P3-4",-118.6517945,36.732493,0.7,1783,NA,"0.7","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3973",2097,"P3-4",-118.6518493,36.732439,1,1329,"[No GPS Lock]","1","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3974",2098,"P3-4",-118.651904,36.732385,0.95,1329,"[No GPS Lock]","WPT 897","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3975",2099,"P3-4",-118.65162,36.7325685,2.3,1783,NA,"2.2999999999999998","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3976",2100,"P3-4",-118.6516789,36.73251331,1.7,1783,NA,"1.7","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3977",2101,"P3-4",-118.6517378,36.73245813,0,1783,NA,"0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3978",2102,"P3-4",-118.6517966,36.73240294,1.01,1329,"[No GPS Lock]","1.01","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3979",2103,"P3-4",-118.6518555,36.73234775,1.05,1329,"[No GPS Lock]","log debris","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3980",2104,"P3-4",-118.651555,36.732536,1.3,1783,NA,"1.3","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3981",2105,"P3-4",-118.651618,36.73247963,0.5,1783,NA,"0.5","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3982",2106,"P3-4",-118.651681,36.73242325,0.7,1783,NA,"0.7","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3983",2107,"P3-4",-118.651744,36.73236688,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3984",2108,"P3-4",-118.651807,36.7323105,0.43,1329,"[No GPS Lock]","0.43","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3985",2109,"P3-4",-118.65149,36.7325035,2.2,1783,NA,"2.2000000000000002","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3986",2110,"P3-4",-118.6515571,36.73244594,0.4,1783,NA,"0.4","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3987",2111,"P3-4",-118.6516243,36.73238838,1,1783,NA,"1","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3988",2112,"P3-4",-118.6516914,36.73233081,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3989",2113,"P3-4",-118.6517585,36.73227325,0.07,1329,"[No GPS Lock]","7.0000000000000007E-2","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3990",2114,"P3-4",-118.651425,36.732471,0.6,1783,NA,"WPT 898","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3991",2115,"P3-4",-118.6514963,36.73241225,1.8,1783,NA,"1.8","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3992",2116,"P3-4",-118.6515675,36.7323535,0.3,1783,NA,"0.3","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3993",2117,"P3-4",-118.6516388,36.73229475,0,1329,"[No GPS Lock]","0","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3994",2118,"P3-4",-118.65171,36.732236,0,1329,NA,"WPT 896","Conifer, sparse con","2016_Late","mixed conifer","2016"
"3995",3830,"P3-4",-118.651531,36.732577,0.3,3255,"ZONE 00031","WPT 1134","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3996",3831,"P3-4",-118.651493,36.73254425,2.35,3255,"ZONE 00031","under 5"" duff","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3997",3832,"P3-4",-118.651455,36.7325115,3.66,3255,"ZONE 00031","under 1"" litter and duff","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3998",3833,"P3-4",-118.651417,36.73247875,3.81,1329,"[No GPS Lock]","under 8"" duff","Conifer, sparse con","2017_Early","mixed conifer","2017"
"3999",3834,"P3-4",-118.651379,36.732446,1.86,1329,"[No GPS Lock]","WPT 1131","Conifer, sparse con","2017_Early","mixed conifer","2017"
"4000",3835,"P3-4",-118.6515825,36.73253075,2.86,3255,"ZONE 00031","under 1"" litter","Conifer, sparse con","2017_Early","mixed conifer","2017"
